angleChange,distanceChange,xChange,yChange,zChange
1.03806e-05,0.103962,0.00130081,-0.0500002,-0.0911388
9.12639e-06,0.104505,0.00177383,-0.0499997,-0.0917501
8.03343e-06,0.104903,0.00221634,-0.0500002,-0.0921942
7.13663e-06,0.105157,0.00263405,-0.0500002,-0.0924723
6.48566e-06,0.105265,0.00302315,-0.0499997,-0.0925834
6.13653e-06,0.105228,0.00338554,-0.0500002,-0.0925277
6.12911e-06,0.105043,0.00371742,-0.0499997,-0.0923054
6.46353e-06,0.104713,0.0040226,-0.0500002,-0.0919168
7.10018e-06,0.104237,0.00430298,-0.0500002,-0.091361
7.98392e-06,0.103616,0.00455093,-0.0500002,-0.0906391
9.06643e-06,0.102848,0.00477219,-0.0499997,-0.0897498
1.03152e-05,0.101938,0.00496483,-0.0499997,-0.0886946
1.17133e-05,0.100885,0.00513458,-0.0500002,-0.0874722
1.32553e-05,0.0996902,0.00527382,-0.0500002,-0.0860832
1.49453e-05,0.0983562,0.00538445,-0.0499997,-0.084528
1.6794e-05,0.0968846,0.00546646,-0.0500002,-0.0828054
1.88185e-05,0.0952781,0.00552368,-0.0499997,-0.0809162
2.10411e-05,0.0935417,0.00555229,-0.0500002,-0.078862
2.349e-05,0.0916754,0.00555229,-0.0500002,-0.0766389
2.61991e-05,0.0896852,0.00551987,-0.0499997,-0.0742495
2.92089e-05,0.0875787,0.00546837,-0.0499997,-0.0716949
3.25683e-05,0.0853588,0.00538445,-0.0500002,-0.0689719
3.63338e-05,0.0830352,0.00527382,-0.0500002,-0.0660834
4.05726e-05,0.0806155,0.00513458,-0.0500002,-0.0630276
4.53637e-05,0.0781116,0.00496864,-0.0500002,-0.0598056
5.07968e-05,0.0755355,0.00477409,-0.0499997,-0.0564167
5.69758e-05,0.0729037,0.00454712,-0.0499997,-0.0528612
6.40152e-05,0.0702363,0.00430298,-0.0500002,-0.0491385
7.20364e-05,0.0675557,0.0040226,-0.0500002,-0.0452502
8.1159e-05,0.0648909,0.00371742,-0.0499997,-0.0411952
9.14792e-05,0.0622768,0.00338554,-0.0500002,-0.0369718
0.00010304,0.059756,0.00302315,-0.0499997,-0.0325832
0.000115775,0.0573801,0.00263405,-0.0500002,-0.0280271
0.000129434,0.0552096,0.00221634,-0.0500002,-0.0233059
0.000143495,0.0533132,0.00177383,-0.0499997,-0.0184169
0.000157102,0.0517704,0.00130081,-0.0499997,-0.013361
0.000169099,0.0506647,0.000801086,-0.0500002,-0.00813961
0.000178215,0.0500765,0.000272751,-0.0500002,-0.00274944
0.000198815,0.0501087,0,-0.0500002,0.00329638
0.000197937,0.0509397,0,-0.0499997,0.00974059
0.000187186,0.0524866,0,-0.0500002,0.0159631
0.000172054,0.0546108,0,-0.0499997,0.0219629
0.000155511,0.0571801,0,-0.0500002,0.0277407
0.000139177,0.0600722,0,-0.0500002,0.0332963
0.000123872,0.0631841,0,-0.0499997,0.0386298
0.000109945,0.0664325,0,-0.0500002,0.0437407
9.74815e-05,0.0697481,0,-0.0499997,0.0486295
8.64309e-05,0.0730787,0,-0.0500002,0.0532961
7.66781e-05,0.0763808,0,-0.0500002,0.0577409
6.80857e-05,0.0796203,0,-0.0499997,0.0619631
6.05145e-05,0.0827714,0,-0.0500002,0.0659628
5.38337e-05,0.0858121,0,-0.0499997,0.0697405
4.79253e-05,0.0887266,0,-0.0500002,0.0732965
4.26848e-05,0.0914993,0,-0.0500002,0.0766296
3.80207e-05,0.0941199,0,-0.0499997,0.0797408
3.3854e-05,0.0965797,0,-0.0500002,0.0826294
3.01158e-05,0.0988711,0,-0.0499997,0.0852966
2.67466e-05,0.100987,0,-0.0500002,0.0877407
2.36949e-05,0.102924,0,-0.0500002,0.0899627
2.09157e-05,0.104677,0,-0.0499997,0.0919631
1.837e-05,0.106242,0,-0.0500002,0.0937407
1.60234e-05,0.107617,0,-0.0499997,0.0952964
1.38457e-05,0.108799,0,-0.0500002,0.0966296
1.18097e-05,0.109787,0,-0.0500002,0.0977407
9.8915e-06,0.110579,0,-0.0499997,0.0986297
8.069e-06,0.111175,0,-0.0500002,0.0992963
6.32199e-06,0.111571,0,-0.0499997,0.0997405
4.63159e-06,0.111771,0,-0.0500002,0.0999632
2.97983e-06,0.11177,0,-0.0500002,0.0999628
1.34925e-06,0.111572,0,-0.0500002,0.0997412
2.77454e-07,0.111174,0,-0.0499997,0.0992962
1.91786e-06,0.110579,0,-0.0499997,0.0986295
3.59023e-06,0.109787,0,-0.0500002,0.0977404
5.31403e-06,0.1088,0,-0.0500002,0.0966299
7.11035e-06,0.107617,0,-0.0499997,0.0952964
9.00262e-06,0.106242,0,-0.0500002,0.0937405
1.10175e-05,0.104677,0,-0.0499997,0.0919631
1.31853e-05,0.102924,0,-0.0500002,0.089963
1.5542e-05,0.100988,0,-0.0500002,0.0877409
1.81296e-05,0.0988707,0,-0.0500002,0.0852959
2.09989e-05,0.0965792,0,-0.0499992,0.0826294
2.42111e-05,0.0941206,0,-0.0500002,0.0797412
2.7841e-05,0.0914993,0,-0.0500002,0.0766296
3.19806e-05,0.0887262,0,-0.0500002,0.0732961
3.67437e-05,0.0858129,0,-0.0500002,0.0697412
4.22708e-05,0.0827709,0,-0.0499992,0.0659628
4.87367e-05,0.0796202,0,-0.0500002,0.0619626
5.63562e-05,0.076381,0,-0.0500002,0.0577412
6.53899e-05,0.0730794,0,-0.0500002,0.053297
7.61457e-05,0.0697476,0,-0.0500002,0.0486283
8.8969e-05,0.0664321,0,-0.0499992,0.0437412
0.00010421,0.0631843,0,-0.0500002,0.0386295
0.000122147,0.0600723,0,-0.0500002,0.0332966
0.00014284,0.0571798,0,-0.0500002,0.02774
0.000165905,0.0546115,0,-0.0500002,0.0219636
0.000190209,0.0524855,0,-0.0499992,0.0159626
0.00021365,0.0509402,0,-0.0500002,0.00974083
0.000233244,0.0501087,0,-0.0500002,0.00329638
0.000240899,0.0501087,0,-0.0500002,-0.0032963
0.000233008,0.0509402,0,-0.0500002,-0.00974074
0.000215544,0.0524856,0,-0.0499992,-0.015963
0.000193435,0.0546113,0,-0.0500002,-0.021963
0.000170207,0.0571801,0,-0.0500002,-0.0277407
0.000148013,0.0600721,0,-0.0500002,-0.0332963
0.000127936,0.0631844,0,-0.0500002,-0.0386296
0.00011035,0.0664318,0,-0.0499992,-0.0437408
9.52236e-05,0.0697485,0,-0.0500002,-0.0486296
8.23342e-05,0.0730788,0,-0.0500002,-0.0532963
7.1388e-05,0.0763807,0,-0.0500002,-0.0577407
6.20873e-05,0.0796205,0,-0.0500002,-0.061963
5.41612e-05,0.082771,0,-0.0499992,-0.0659629
4.7375e-05,0.0858125,0,-0.0500002,-0.0697407
4.15318e-05,0.0887264,0,-0.0500002,-0.0732963
3.6468e-05,0.0914994,0,-0.0500002,-0.0766298
3.20494e-05,0.0941201,0,-0.0500002,-0.0797406
2.8166e-05,0.0965794,0,-0.0499992,-0.0826296
2.47273e-05,0.0988709,0,-0.0500002,-0.0852962
2.16585e-05,0.100987,0,-0.0500002,-0.0877408
1.88983e-05,0.102924,0,-0.0500002,-0.0899628
1.63948e-05,0.104677,0,-0.0500002,-0.0919631
1.41047e-05,0.106241,0,-0.0499992,-0.0937407
1.19916e-05,0.107617,0,-0.0500002,-0.0952964
1.00236e-05,0.108799,0,-0.0500002,-0.0966296
8.1735e-06,0.109787,0,-0.0500002,-0.0977407
6.41722e-06,0.11058,0,-0.0500002,-0.0986297
4.73313e-06,0.111174,0,-0.0499992,-0.0992962
3.10144e-06,0.111572,0,-0.0500002,-0.0997406
1.50388e-06,0.111771,0,-0.0500002,-0.0999632
7.70113e-08,0.11177,0,-0.0500002,-0.0999627
1.65829e-06,0.111572,0,-0.0500002,-0.0997415
3.25699e-06,0.111174,0,-0.0499992,-0.0992961
4.89055e-06,0.110579,0,-0.0500002,-0.0986295
6.57724e-06,0.109787,0,-0.0500002,-0.0977404
8.33682e-06,0.1088,0,-0.0500002,-0.0966299
1.01906e-05,0.107617,0,-0.0500002,-0.0952964
1.21625e-05,0.106241,0,-0.0499992,-0.0937405
1.42797e-05,0.104677,0,-0.0500002,-0.0919631
1.65733e-05,0.102924,0,-0.0500002,-0.089963
1.90793e-05,0.100988,0,-0.0500002,-0.0877409
2.18399e-05,0.0988707,0,-0.0500002,-0.0852959
2.49053e-05,0.0965792,0,-0.0499992,-0.0826294
2.83351e-05,0.0941206,0,-0.0500002,-0.0797412
3.22004e-05,0.0914993,0,-0.0500002,-0.0766296
3.65864e-05,0.0887262,0,-0.0500002,-0.0732961
4.15961e-05,0.0858129,0,-0.0500002,-0.0697412
4.73516e-05,0.0827709,0,-0.0499992,-0.0659628
5.39991e-05,0.0796202,0,-0.0500002,-0.0619626
6.17096e-05,0.076381,0,-0.0500002,-0.0577412
7.06775e-05,0.0730794,0,-0.0500002,-0.053297
8.11136e-05,0.0697476,0,-0.0500002,-0.0486283
9.32271e-05,0.0664321,0,-0.0499992,-0.0437412
0.000107185,0.0631843,0,-0.0500002,-0.0386295
0.000123039,0.0600723,0,-0.0500002,-0.0332966
0.000140603,0.0571798,0,-0.0500002,-0.02774
0.0001593,0.0546115,0,-0.0500002,-0.0219636
0.000177981,0.0524855,0,-0.0499992,-0.0159626
0.000194886,0.0509402,0,-0.0500002,-0.00974083
0.000207848,0.0501087,0,-0.0500002,-0.00329638
0.000201518,0.0500915,0,-0.0500002,0.00302315
0.00019156,0.0507931,0,-0.0500002,0.00893998
0.000178683,0.0521046,0,-0.0499992,0.0146618
0.000164128,0.0539227,0,-0.0500002,0.02019
0.000149056,0.0561377,0,-0.0500002,0.0255229
0.000134322,0.0586531,0,-0.0500002,0.0306621
0.000120452,0.0613827,0,-0.0500002,0.0356064
0.000107711,0.0642542,0,-0.0499992,0.0403569
9.61897e-05,0.0672093,0,-0.0500002,0.0449119
8.58697e-05,0.0701986,0,-0.0500002,0.049273
7.66762e-05,0.0731836,0,-0.0500002,0.0534399
6.85079e-05,0.0761326,0,-0.0500002,0.0574121
6.12559e-05,0.0790196,0,-0.0499992,0.0611897
5.48137e-05,0.0818267,0,-0.0500002,0.0647733
4.90821e-05,0.0845344,0,-0.0500002,0.068162
4.39715e-05,0.0871308,0,-0.0500002,0.0713565
3.9402e-05,0.089604,0,-0.0500002,0.0743563
3.53033e-05,0.0919451,0,-0.0499992,0.077162
3.16138e-05,0.0941477,0,-0.0500002,0.0797732
2.82796e-05,0.0962041,0,-0.0500002,0.08219
2.52536e-05,0.0981088,0,-0.0500002,0.0844116
2.24946e-05,0.0998594,0,-0.0500002,0.0864401
1.99666e-05,0.10145,0,-0.0499992,0.088273
1.76377e-05,0.10288,0,-0.0500002,0.0899124
1.54799e-05,0.104144,0,-0.0500002,0.0913563
1.34682e-05,0.105243,0,-0.0500002,0.0926065
1.15804e-05,0.106172,0,-0.0500002,0.0936618
9.79613e-06,0.106932,0,-0.0499992,0.0945232
8.09718e-06,0.107523,0,-0.0500002,0.0951898
6.46654e-06,0.107941,0,-0.0500002,0.0956621
4.88834e-06,0.108187,0,-0.0500002,0.0959396
3.34746e-06,0.108261,0,-0.0500002,0.0960233
1.8294e-06,0.108162,0,-0.0499992,0.0959121
3.19713e-07,0.107892,0,-0.0500002,0.0956063
1.19606e-06,0.107449,0,-0.0500002,0.0951066
2.73276e-06,0.106835,0,-0.0500002,0.0944121
4.30603e-06,0.10605,0,-0.0500002,0.0935229
5.93249e-06,0.105096,0,-0.0499992,0.0924401
7.63041e-06,0.103973,0,-0.0500002,0.0911617
9.41995e-06,0.102686,0,-0.0500002,0.0896902
1.13239e-05,0.101233,0,-0.0500002,0.0880232
1.33685e-05,0.0996185,0,-0.0500002,0.0861616
1.55838e-05,0.0978461,0,-0.0499992,0.0841067
1.80055e-05,0.0959191,0,-0.0500002,0.0818563
2.06755e-05,0.093842,0,-0.0500002,0.0794122
2.3644e-05,0.0916197,0,-0.0500002,0.0767734
2.69716e-05,0.0892585,0,-0.0500002,0.0739396
3.07308e-05,0.0867669,0,-0.0499992,0.0709124
3.50103e-05,0.0841541,0,-0.0500002,0.0676897
3.99183e-05,0.0814313,0,-0.0500002,0.0642731
4.55846e-05,0.0786125,0,-0.0500002,0.0606623
5.21673e-05,0.0757142,0,-0.0500002,0.0568562
5.98532e-05,0.072758,0,-0.0499992,0.0528564
6.88604e-05,0.0697713,0,-0.0500002,0.0486622
7.94305e-05,0.0667844,0,-0.0500002,0.0442734
9.18115e-05,0.0638376,0,-0.0500002,0.0396891
0.000106217,0.0609826,0,-0.0500002,0.0349121
0.000122752,0.0582783,0,-0.0499992,0.0299406
0.00014129,0.0558006,0,-0.0500002,0.0247726
0.000161308,0.0536362,0,-0.0500002,0.019412
0.000198375,0.0776409,0,-0.0749998,0.0200781
0.000216808,0.0757378,0,-0.0749998,0.0105469
0.000220193,0.0750154,0,-0.0750008,0.00148438
0.000212354,0.075336,0,-0.0749998,-0.00710938
0.000197142,0.0765314,0,-0.0749998,-0.0152344
0.000177982,0.0784153,0,-0.0749998,-0.0228906
0.000157509,0.0808063,0,-0.0749998,-0.0300781
0.00013748,0.0835412,0,-0.0750008,-0.0367969
0.000118887,0.0864754,0,-0.0749998,-0.0430468
0.000102163,0.0894939,0,-0.0749998,-0.0488281
8.73885e-05,0.0924996,0,-0.0749998,-0.0541406
7.44518e-05,0.0954156,0,-0.0749998,-0.0589844
6.31494e-05,0.098181,0,-0.0750008,-0.0633593
5.32506e-05,0.100745,0,-0.0749989,-0.0672657
4.45281e-05,0.103073,0,-0.0750008,-0.0707031
3.67734e-05,0.105132,0,-0.0750008,-0.0736719
2.98015e-05,0.106897,0,-0.0749989,-0.0761718
2.34502e-05,0.108355,0,-0.0750008,-0.0782031
1.75778e-05,0.109487,0,-0.0749989,-0.0797657
1.20589e-05,0.110288,0,-0.0750008,-0.0808594
6.78095e-06,0.110746,0,-0.0750008,-0.0814841
1.64018e-06,0.110861,0,-0.0749989,-0.0816409
3.462e-06,0.110632,0,-0.0750008,-0.0813282
8.62167e-06,0.110057,0,-0.0749989,-0.080547
1.3937e-05,0.109147,0,-0.0750008,-0.0792967
1.95098e-05,0.107905,0,-0.0750008,-0.0775777
2.54499e-05,0.106342,0,-0.0749989,-0.0753913
3.18773e-05,0.104476,0,-0.0750008,-0.0727339
3.89243e-05,0.102325,0,-0.0749989,-0.0696099
4.67378e-05,0.0999157,0,-0.0750008,-0.0660154
5.54769e-05,0.0972795,0,-0.0750008,-0.0619531
6.53086e-05,0.0944569,0,-0.0749989,-0.0574219
7.63942e-05,0.091505,0,-0.0750008,-0.0524218
