angleChange,distanceChange,xChange,yChange,zChange
8.88647e-05,0.0884841,0,-0.0749989,-0.0469532
0.000102773,0.0854833,0,-0.0750008,-0.0410156
0.000118027,0.0826009,0,-0.0750008,-0.0346091
0.000134286,0.0799627,0,-0.0749989,-0.0277345
0.000150855,0.0777233,0,-0.0750008,-0.020391
0.000166617,0.0760463,0,-0.0749989,-0.012578
0.00018009,0.0751237,0,-0.0750008,-0.00429678
0.000169671,0.0750914,0,-0.0750008,0.0036875
0.000158847,0.0757743,0,-0.0749989,0.0108125
0.000147125,0.0770296,0,-0.0750008,0.0175625
0.000134833,0.0787263,0,-0.0749989,0.0239375
0.000122456,0.080755,0,-0.0750008,0.0299375
0.000110405,0.0830049,0,-0.0750008,0.0355625
9.89592e-05,0.0853844,0,-0.0749989,0.0408125
8.82724e-05,0.0878207,0,-0.0750008,0.0456876
7.84052e-05,0.090242,0,-0.0749989,0.0501875
6.93546e-05,0.0926011,0,-0.0750008,0.0543125
6.10779e-05,0.0948492,0,-0.0750008,0.0580626
5.35106e-05,0.0969504,0,-0.0749989,0.0614374
4.65779e-05,0.0988803,0,-0.0750008,0.0644375
4.02014e-05,0.100609,0,-0.0749989,0.0670625
3.43033e-05,0.102124,0,-0.0750008,0.0693126
2.88087e-05,0.103406,0,-0.0750008,0.0711875
2.36457e-05,0.104443,0,-0.0749989,0.0726876
1.87461e-05,0.10523,0,-0.0750008,0.0738124
1.40442e-05,0.105756,0,-0.0749989,0.0745625
9.47625e-06,0.106022,0,-0.0750008,0.0749375
4.97923e-06,0.106022,0,-0.0750008,0.0749374
4.89558e-07,0.105756,0,-0.0749989,0.0745627
4.05832e-06,0.10523,0,-0.0750008,0.0738122
8.73348e-06,0.104443,0,-0.0749989,0.0726876
1.36105e-05,0.103406,0,-0.0750008,0.0711875
1.87709e-05,0.102124,0,-0.0750008,0.0693125
2.43054e-05,0.100609,0,-0.0749989,0.0670625
3.03157e-05,0.0988802,0,-0.0750008,0.0644374
3.69158e-05,0.0969507,0,-0.0749989,0.0614378
4.42327e-05,0.0948491,0,-0.0750008,0.0580623
5.24046e-05,0.0926009,0,-0.0750008,0.0543121
6.15767e-05,0.0902422,0,-0.0749989,0.0501879
7.18891e-05,0.0878206,0,-0.0750008,0.0456874
8.34573e-05,0.0853846,0,-0.0749989,0.040813
9.63367e-05,0.0830047,0,-0.0750008,0.035562
0.000110471,0.080755,0,-0.0750008,0.0299375
0.000125623,0.0787264,0,-0.0749989,0.0239377
0.000141296,0.0770296,0,-0.0750008,0.0175624
0.000156678,0.0757743,0,-0.0749989,0.0108128
0.000170649,0.0750913,0,-0.0750008,0.00368714
0.000176491,0.0750914,0,-0.0750008,-0.0036875
0.000171026,0.0757743,0,-0.0749989,-0.0108125
0.000159504,0.0770296,0,-0.0750008,-0.0175625
0.000145187,0.0787263,0,-0.0749989,-0.0239375
0.000130047,0.080755,0,-0.0750008,-0.0299375
0.000115222,0.0830049,0,-0.0750008,-0.0355625
0.000101311,0.0853844,0,-0.0749989,-0.0408125
8.85828e-05,0.0878206,0,-0.0750008,-0.0456875
7.71032e-05,0.090242,0,-0.0749989,-0.0501875
6.68264e-05,0.0926011,0,-0.0750008,-0.0543125
5.76484e-05,0.0948492,0,-0.0750008,-0.0580626
4.94412e-05,0.0969504,0,-0.0749989,-0.0614375
4.20719e-05,0.0988802,0,-0.0750008,-0.0644375
3.54123e-05,0.100609,0,-0.0749989,-0.0670624
2.93438e-05,0.102124,0,-0.0750008,-0.0693126
2.37588e-05,0.103406,0,-0.0750008,-0.0711875
1.856e-05,0.104443,0,-0.0749989,-0.0726876
1.36595e-05,0.10523,0,-0.0750008,-0.0738124
8.97746e-06,0.105756,0,-0.0749989,-0.0745625
4.43931e-06,0.106022,0,-0.0750008,-0.0749375
2.52106e-08,0.106022,0,-0.0750008,-0.0749373
4.48401e-06,0.105757,0,-0.0749989,-0.0745628
9.00446e-06,0.10523,0,-0.0750008,-0.0738122
1.36549e-05,0.104443,0,-0.0749989,-0.0726876
1.85067e-05,0.103406,0,-0.0750008,-0.0711875
2.36349e-05,0.102124,0,-0.0750008,-0.0693125
2.91201e-05,0.100609,0,-0.0749989,-0.0670625
3.50492e-05,0.0988802,0,-0.0750008,-0.0644374
4.15149e-05,0.0969507,0,-0.0749989,-0.0614378
4.86154e-05,0.0948491,0,-0.0750008,-0.0580623
5.64506e-05,0.0926009,0,-0.0750008,-0.0543121
6.51151e-05,0.0902422,0,-0.0749989,-0.0501879
7.4686e-05,0.0878206,0,-0.0750008,-0.0456874
8.52032e-05,0.0853846,0,-0.0749989,-0.040813
9.66385e-05,0.0830047,0,-0.0750008,-0.035562
0.000108856,0.080755,0,-0.0750008,-0.0299375
0.000121564,0.0787264,0,-0.0749989,-0.0239377
0.000134267,0.0770296,0,-0.0750008,-0.0175624
0.000146257,0.0757743,0,-0.0749989,-0.0108128
0.000156647,0.0750913,0,-0.0750008,-0.00368714
0.000145957,0.0750695,0.000915527,-0.0750008,0.0030781
0.000137418,0.0755889,0.0026474,-0.0749989,0.00904691
0.000128093,0.076552,0.00424194,-0.0750008,0.0147344
0.000118473,0.0778647,0.00569534,-0.0749989,0.0201405
0.000109251,0.0794517,0.0070076,-0.0750008,0.0252657
0.000100704,0.0812318,0.00818062,-0.0750008,0.0301093
9.28293e-05,0.0831371,0.00920868,-0.0749989,0.034672
8.55197e-05,0.0851148,0.0101032,-0.0750008,0.0389531
7.86431e-05,0.0871065,0.0108509,-0.0749989,0.0429531
7.20808e-05,0.0890771,0.0114613,-0.0750008,0.0466719
6.57393e-05,0.0909857,0.0119305,-0.0750008,0.0501093
5.9555e-05,0.0928025,0.0122566,-0.0749989,0.0532658
5.34947e-05,0.0945081,0.0124454,-0.0750008,0.0561407
4.75562e-05,0.0960761,0.0124931,-0.0749989,0.0587342
4.17697e-05,0.0974964,0.0123978,-0.0750008,0.061047
3.6204e-05,0.0987517,0.0121632,-0.0750008,0.063078
3.09788e-05,0.0998325,0.0117893,-0.0749989,0.0648283
2.62881e-05,0.100735,0.0112724,-0.0750008,0.0662968
2.2431e-05,0.101448,0.0106201,-0.0749989,0.0674844
1.98159e-05,0.101975,0.00981903,-0.0750008,0.0683906
1.88293e-05,0.102309,0.00888252,-0.0750008,0.0690156
1.95423e-05,0.102452,0.00780487,-0.0749989,0.0693594
2.15935e-05,0.10241,0.00658607,-0.0750008,0.0694219
2.44544e-05,0.102182,0.00522804,-0.0749989,0.0692031
2.76919e-05,0.10178,0.00372505,-0.0750008,0.0687031
3.1027e-05,0.101207,0.00208664,-0.0750008,0.0679219
3.43009e-05,0.100474,0.000303268,-0.0749989,0.0668593
3.74398e-05,0.0995994,-0.00161552,-0.0750008,0.0655158
4.04348e-05,0.0985919,-0.00368118,-0.0749989,0.0638905
4.33358e-05,0.0974771,-0.00588226,-0.0750008,0.0619844
4.62547e-05,0.0962729,-0.00822639,-0.0750008,0.059797
4.93787e-05,0.0950055,-0.0107117,-0.0749989,0.0573279
5.29909e-05,0.0937111,-0.0133362,-0.0750008,0.0545784
5.74972e-05,0.0924183,-0.0161018,-0.0749989,0.0515466
6.34472e-05,0.0911753,-0.0190067,-0.0750008,0.0482345
7.15328e-05,0.0900239,-0.0220547,-0.0750008,0.0446405
8.25414e-05,0.0890159,-0.0252419,-0.0749989,0.0407658
9.72428e-05,0.0882134,-0.0285702,-0.0750008,0.0366092
0.000116187,0.0876721,-0.0320396,-0.0749989,0.032172
0.000139353,0.087462,-0.0356483,-0.0750008,0.0274532
0.000130357,0.0713022,-0.031189,-0.0611744,0.019208
0.000121345,0.073885,-0.0335159,-0.0634346,0.017656
0.000112575,0.076395,-0.0357704,-0.0655422,0.016152
0.000103652,0.0788327,-0.0379562,-0.0675125,0.014696
9.45856e-05,0.0811764,-0.0400696,-0.0693359,0.013288
8.55934e-05,0.083418,-0.0421066,-0.0710163,0.011928
7.69464e-05,0.0855515,-0.044075,-0.0725517,0.010616
6.88822e-05,0.0875711,-0.0459728,-0.0739441,0.009352
6.15631e-05,0.0894701,-0.0477982,-0.0751934,0.00813601
5.50694e-05,0.0912389,-0.0495472,-0.0762959,0.00696798
4.94113e-05,0.0928808,-0.0512276,-0.0772552,0.00584801
4.45487e-05,0.0943905,-0.0528355,-0.0780716,0.004776
4.04116e-05,0.0957666,-0.0543728,-0.0787449,0.00375199
3.69162e-05,0.0970014,-0.0558357,-0.0792713,0.00277601
3.3977e-05,0.0981002,-0.0572281,-0.0796566,0.00184801
3.15134e-05,0.099053,-0.0585461,-0.0798931,0.000967979
2.94538e-05,0.099874,-0.0597973,-0.0799942,0.000136003
2.77369e-05,0.100543,-0.0609722,-0.0799427,-0.000647992
2.63115e-05,0.101075,-0.0620766,-0.0797539,-0.001384
2.51353e-05,0.101458,-0.0631065,-0.0794163,-0.00207201
2.41743e-05,0.1017,-0.0640678,-0.0789356,-0.002712
2.34012e-05,0.101798,-0.0649567,-0.07831,-0.00330399
2.27944e-05,0.101755,-0.065773,-0.0775452,-0.00384802
2.23371e-05,0.101567,-0.066515,-0.0766335,-0.004344
2.20167e-05,0.101236,-0.0671883,-0.0755749,-0.00479199
2.18242e-05,0.100766,-0.0677872,-0.0743752,-0.00519201
2.17536e-05,0.100159,-0.0683155,-0.0730343,-0.00554399
2.1802e-05,0.0994099,-0.0687733,-0.0715427,-0.00584801
2.19692e-05,0.0985257,-0.0691566,-0.06991,-0.00610398
2.22582e-05,0.0975096,-0.0694675,-0.0681362,-0.006312
2.26745e-05,0.096363,-0.0697079,-0.0662174,-0.00647202
2.32272e-05,0.0950864,-0.0698757,-0.0641518,-0.00658399
2.39287e-05,0.0936888,-0.069973,-0.061945,-0.00664803
2.47952e-05,0.0921681,-0.0699959,-0.0595913,-0.00666398
2.58475e-05,0.0905344,-0.0699463,-0.0570965,-0.00663197
2.71108e-05,0.0887957,-0.0698299,-0.0544567,-0.00655201
2.86152e-05,0.0869491,-0.0696354,-0.0516701,-0.00642404
3.03966e-05,0.0850133,-0.0693703,-0.0487442,-0.006248
3.24954e-05,0.0829952,-0.0690365,-0.0456715,-0.00602394
3.49573e-05,0.0809064,-0.0686302,-0.0424576,-0.00575209
3.7831e-05,0.0787529,-0.0681477,-0.0390949,-0.00543195
4.11671e-05,0.0765623,-0.0675964,-0.035593,-0.00506401
4.50142e-05,0.0743439,-0.0669708,-0.0319424,-0.00464797
4.94134e-05,0.0721294,-0.0662766,-0.0281525,-0.00418401
5.43912e-05,0.0699375,-0.0655079,-0.0242176,-0.003672
5.99482e-05,0.0678012,-0.0646667,-0.0201378,-0.00311202
6.6045e-05,0.0657591,-0.0637569,-0.0159073,-0.00250399
7.25816e-05,0.0638505,-0.0627708,-0.0115452,-0.00184804
7.93821e-05,0.0621262,-0.0617161,-0.0070343,-0.00114393
8.61686e-05,0.0606366,-0.0605888,-0.00237465,-0.00039202
7.63498e-05,0.0606152,-0.0605888,0.00178909,0
7.04587e-05,0.0619446,-0.0617161,0.00531578,0
6.57261e-05,0.0633805,-0.0627708,0.00876999,0
6.14542e-05,0.0649035,-0.063755,0.0121555,0
5.74829e-05,0.0664934,-0.0646687,0.0154705,0
5.37834e-05,0.0681285,-0.0655098,0.0187073,0
5.03537e-05,0.0697916,-0.0662746,0.0218754,0
4.71927e-05,0.0714772,-0.0669727,0.0249729,0
4.42964e-05,0.0731646,-0.0675964,0.0279961,0
4.1657e-05,0.074846,-0.0681477,0.0309486,0
3.92647e-05,0.0765104,-0.0686264,0.0338268,0
3.71089e-05,0.0781528,-0.0690346,0.0366344,0
3.51781e-05,0.0797703,-0.069376,0.0393734,0
3.34609e-05,0.0813379,-0.0696335,0.0420361,0
3.19466e-05,0.0828711,-0.069828,0.0446281,0
3.06248e-05,0.0843544,-0.0699482,0.0471478,0
2.94857e-05,0.0857877,-0.0699978,0.0495968,0
2.85203e-05,0.0871607,-0.0699711,0.0519714,0
2.77196e-05,0.0884785,-0.0698757,0.0542755,0
2.70756e-05,0.0897343,-0.0697079,0.0565071,0
2.65801e-05,0.0909295,-0.0694695,0.05867,0
2.62257e-05,0.092053,-0.0691547,0.0607567,0
2.60043e-05,0.0931111,-0.0687714,0.0627708,0
2.59085e-05,0.0941035,-0.0683174,0.0647163,0
2.59309e-05,0.095021,-0.0677872,0.0665874,0
2.60638e-05,0.0958693,-0.0671864,0.068388,0
2.62998e-05,0.0966489,-0.0665188,0.070116,0
2.66313e-05,0.0973499,-0.0657711,0.0717716,0
2.70512e-05,0.0979825,-0.0649567,0.0733566,0
2.7552e-05,0.0985397,-0.0640678,0.0748692,0
2.81262e-05,0.0990199,-0.0631065,0.0763054,0
2.87665e-05,0.099437,-0.0620785,0.0776787,0
2.94655e-05,0.0997679,-0.0609703,0.07897,0
3.02156e-05,0.100036,-0.0597973,0.0801964,0
3.10092e-05,0.100227,-0.058548,0.0813484,0
3.18385e-05,0.100345,-0.0572262,0.082428,0
3.26954e-05,0.100394,-0.0558357,0.0834351,0
3.35719e-05,0.100374,-0.0543728,0.0843716,0
3.44595e-05,0.100285,-0.0528355,0.0852375,0
3.53501e-05,0.100127,-0.0512295,0.0860291,0
3.6235e-05,0.0999008,-0.0495472,0.0867481,0
3.71058e-05,0.0996108,-0.0477962,0.0873947,0
3.79546e-05,0.0992581,-0.0459709,0.0879707,0
3.87735e-05,0.0988491,-0.0440769,0.0884781,0
3.95554e-05,0.0983749,-0.0421085,0.0889072,0
4.0294e-05,0.0978476,-0.0400677,0.0892677,0
4.09843e-05,0.0972665,-0.0379543,0.0895557,0
4.16222e-05,0.0966361,-0.0357723,0.0897713,0
4.2206e-05,0.0959596,-0.0335159,0.0899162,0
4.27357e-05,0.0952403,-0.031189,0.0899887,0
3.81789e-05,0.0685307,-0.0211239,0.0651932,0.000301749
3.07963e-05,0.0700552,-0.0205078,0.0669804,0.000887755
2.59389e-05,0.0715503,-0.0198994,0.0687122,0.00144752
2.26919e-05,0.0730134,-0.0192852,0.0703926,0.00198105
2.04397e-05,0.0744393,-0.0186749,0.0720158,0.00248834
1.87961e-05,0.0758346,-0.0180588,0.0735931,0.00296939
1.75292e-05,0.0771897,-0.0174503,0.0751133,0.0034242
1.65033e-05,0.0785054,-0.0168362,0.076582,0.00385277
1.56396e-05,0.0797843,-0.0162258,0.078001,0.0042551
1.48921e-05,0.0810159,-0.0156097,0.0793629,0.0046312
1.42331e-05,0.0822128,-0.0150013,0.0806789,0.00498105
1.36456e-05,0.0833568,-0.014389,0.081934,0.00530467
1.31181e-05,0.0844626,-0.0137749,0.0831432,0.00560204
1.26431e-05,0.0855205,-0.0131626,0.0842972,0.00587318
1.22147e-05,0.0865335,-0.0125504,0.0853996,0.00611807
1.18286e-05,0.0874991,-0.01194,0.0864487,0.00633674
1.14815e-05,0.0884183,-0.0113277,0.0874462,0.00652915
1.11705e-05,0.0892884,-0.0107117,0.0883904,0.00669533
1.08935e-05,0.0901124,-0.0101032,0.089283,0.00683528
1.06484e-05,0.0908883,-0.00948906,0.0901241,0.00694899
1.04337e-05,0.0916131,-0.00887871,0.09091,0.00703644
1.02481e-05,0.0922876,-0.00826454,0.0916424,0.00709766
1.00905e-05,0.0929179,-0.00765228,0.0923271,0.00713266
9.95978e-06,0.0934979,-0.00704193,0.0929585,0.0071414
9.85523e-06,0.0940236,-0.00642967,0.0935326,0.00712389
9.77613e-06,0.0945022,-0.0058136,0.0940571,0.00708017
9.72183e-06,0.0949306,-0.00520515,0.0945282,0.00701021
9.69181e-06,0.0953137,-0.0045929,0.0949516,0.00691399
9.6856e-06,0.0956443,-0.00398064,0.0953197,0.00679156
9.70283e-06,0.095922,-0.00336456,0.0956326,0.00664285
9.74315e-06,0.0961512,-0.00275612,0.0958939,0.00646792
9.80633e-06,0.0963335,-0.00214386,0.0961056,0.00626677
9.89211e-06,0.0964653,-0.00152969,0.0962639,0.00603935
1.00004e-05,0.0965429,-0.000917435,0.096365,0.00578572
1.01311e-05,0.0965778,-0.000307083,0.0964203,0.00550583
1.02843e-05,0.0965609,0.000305176,0.0964203,0.0051997
1.046e-05,0.0964922,0.000917435,0.096365,0.00486737
1.06583e-05,0.0963816,0.00153351,0.0962639,0.00450873
1.08796e-05,0.0962179,0.00214195,0.0961056,0.0041239
1.11242e-05,0.0960052,0.00275421,0.0958939,0.00371283
1.13925e-05,0.0957479,0.00336838,0.0956326,0.00327551
1.16853e-05,0.0954443,0.00398064,0.0953197,0.00281194
1.20031e-05,0.095089,0.00459099,0.0949497,0.00232217
1.23469e-05,0.0946904,0.00520325,0.0945301,0.00180611
1.27178e-05,0.0942453,0.00581741,0.0940571,0.00126386
1.31169e-05,0.0937577,0.00642776,0.0935345,0.000695348
1.35458e-05,0.0932228,0.00704002,0.0929565,0.000100553
1.4006e-05,0.0926453,0.00765419,0.0923271,-0.000520378
1.44995e-05,0.0920238,0.00826645,0.0916443,-0.00116765
1.50286e-05,0.0913609,0.0088768,0.09091,-0.00184113
1.55958e-05,0.090656,0.00948906,0.0901222,-0.00254077
1.62043e-05,0.089912,0.0101013,0.089283,-0.00326681
1.68572e-05,0.0891263,0.0107155,0.0883884,-0.0040189
1.75589e-05,0.0883089,0.0113258,0.0874481,-0.0047974
1.83138e-05,0.0874468,0.0119381,0.0864468,-0.005602
1.91276e-05,0.0865582,0.0125504,0.0854015,-0.00643301
2.00066e-05,0.0856301,0.0131664,0.0842972,-0.00729007
2.09586e-05,0.0846701,0.0137749,0.0831413,-0.00817347
2.19926e-05,0.0836857,0.0143871,0.0819378,-0.00908309
2.31195e-05,0.082667,0.0149994,0.0806751,-0.0100189
2.43522e-05,0.081628,0.0156136,0.0793648,-0.010981
2.57071e-05,0.0805645,0.0162239,0.078001,-0.0119694
2.72031e-05,0.0794785,0.0168362,0.076582,-0.0129839
2.88644e-05,0.0783801,0.0174484,0.0751152,-0.0140249
3.07205e-05,0.0772638,0.0180626,0.0735912,-0.0150918
3.28089e-05,0.0761392,0.0186729,0.0720177,-0.0161852
3.51759e-05,0.0750081,0.0192852,0.0703907,-0.0173045
3.78813e-05,0.0738768,0.0198994,0.0687122,-0.0184505
4.10011e-05,0.0727448,0.0205097,0.0669785,-0.0196224
4.46336e-05,0.0716243,0.021122,0.0651951,-0.0208207
5.34833e-05,0.0829392,0.0266457,0.0741749,-0.0258264
6.81602e-05,0.0831129,0.0298538,0.072546,-0.0274514
7.7822e-05,0.0834518,0.032938,0.0709667,-0.0290347
8.54765e-05,0.0839216,0.0358963,0.0694218,-0.0305764
9.27204e-05,0.0845136,0.0387287,0.0679245,-0.0320764
0.000100354,0.0852013,0.0414371,0.0664654,-0.0335347
0.000108868,0.085971,0.0440216,0.0650501,-0.0349514
0.00011871,0.0868002,0.0464802,0.063673,-0.0363264
0.000130489,0.0876756,0.048811,0.0623398,-0.0376597
0.000145216,0.0885841,0.0510197,0.0610485,-0.0389514
0.00016473,0.0895107,0.0531044,0.0597992,-0.0402014
0.000192515,0.0904394,0.0550632,0.058588,-0.0414098
0.000235354,0.0913659,0.0568962,0.0574265,-0.0425763
0.000306492,0.0922689,0.0586033,0.0562973,-0.0437014
0.00043006,0.0931509,0.0601883,0.0552158,-0.0447847
0.000635106,0.0939952,0.0616455,0.0541744,-0.0458264
0.000881686,0.0947967,0.0629787,0.0531731,-0.0468264
0.000980291,0.095552,0.0641899,0.0522156,-0.0477847
0.00119262,0.0962467,0.0652695,0.0512981,-0.0487013
0.00166675,0.0968841,0.0662289,0.0504227,-0.0495764
0.00106777,0.0974565,0.0670624,0.0495911,-0.0504096
0.000520498,0.097957,0.06777,0.0487976,-0.0512015
0.000258936,0.0983881,0.0683556,0.0480499,-0.0519513
0.000133677,0.0987393,0.0688133,0.0473404,-0.0526598
6.92949e-05,0.0990093,0.0691433,0.0466728,-0.0533263
3.70076e-05,0.0992038,0.069355,0.0460491,-0.0539515
2.47831e-05,0.0993108,0.069437,0.0454655,-0.0545346
2.17771e-05,0.0993366,0.0693989,0.0449238,-0.0550764
1.98025e-05,0.0992706,0.0692272,0.0444241,-0.0555764
1.74462e-05,0.0991217,0.0689373,0.0439644,-0.0560348
1.59842e-05,0.0988868,0.0685215,0.0435505,-0.0564514
1.64723e-05,0.0985595,0.0679779,0.0431709,-0.0568265
1.86737e-05,0.0981526,0.0673141,0.0428429,-0.0571597
2.1769e-05,0.0976521,0.0665207,0.0425472,-0.0574514
2.52118e-05,0.0970685,0.0656033,0.0422974,-0.0577012
2.87965e-05,0.0964026,0.0645618,0.0420914,-0.0579098
3.24936e-05,0.0956521,0.0633945,0.0419235,-0.0580764
3.63356e-05,0.0948242,0.0621052,0.0417995,-0.0582012
4.03637e-05,0.0939158,0.060688,0.0417137,-0.0582848
4.46053e-05,0.0929345,0.059145,0.0416737,-0.0583267
4.9069e-05,0.0918843,0.0574799,0.0416756,-0.0583261
5.37439e-05,0.0907645,0.055687,0.0417137,-0.0582849
5.86012e-05,0.089589,0.0537739,0.0417995,-0.0582011
6.3595e-05,0.0883529,0.0517292,0.0419216,-0.0580766
6.86592e-05,0.0870716,0.0495605,0.0420914,-0.0579097
7.37063e-05,0.0857523,0.0472717,0.0423012,-0.0577013
7.86243e-05,0.0843954,0.0448532,0.0425453,-0.0574515
8.32719e-05,0.0830237,0.0423126,0.042841,-0.0571597
8.74775e-05,0.0816393,0.0396461,0.0431728,-0.0568266
9.10409e-05,0.0802584,0.0368538,0.0435486,-0.0564511
9.37396e-05,0.0788979,0.0339375,0.0439682,-0.056035
9.53451e-05,0.0775653,0.0308952,0.0444202,-0.0555761
9.56436e-05,0.0762939,0.0277309,0.0449257,-0.0550766
9.44658e-05,0.0750867,0.024435,0.0454636,-0.0545344
9.17113e-05,0.0739814,0.0210228,0.0460491,-0.0539515
8.73733e-05,0.0729916,0.0174789,0.0466747,-0.0533266
8.1552e-05,0.0721435,0.0138111,0.0473385,-0.0526593
7.44648e-05,0.0714719,0.0100231,0.0480499,-0.0519516
6.64659e-05,0.0709932,0.00610161,0.0487976,-0.0512016
5.81043e-05,0.0707436,0.00206375,0.0495911,-0.0504096
3.40071e-05,0.0713111,-0.00165367,0.0499992,-0.0508194
3.83594e-05,0.0725961,-0.00490189,0.0500011,-0.0524027
4.35184e-05,0.0739631,-0.00806808,0.0499992,-0.0539029
4.73257e-05,0.0753975,-0.0111542,0.0500011,-0.0553195
5.0229e-05,0.0768748,-0.0141525,0.0499992,-0.0566525
5.24863e-05,0.0783837,-0.0170689,0.0499992,-0.0579028
5.42045e-05,0.079909,-0.0199032,0.0500011,-0.0590694
5.54361e-05,0.081434,-0.0226536,0.0499992,-0.060153
5.62196e-05,0.0829512,-0.0253201,0.0500011,-0.0611529
5.65928e-05,0.084445,-0.0279007,0.0499992,-0.0620692
5.65967e-05,0.0859131,-0.0304031,0.0499992,-0.0629029
5.62757e-05,0.0873435,-0.0328197,0.0500011,-0.0636525
5.56768e-05,0.0887278,-0.0351524,0.0499992,-0.0643196
5.48474e-05,0.0900637,-0.0374031,0.0500011,-0.0649028
5.38343e-05,0.0913412,-0.0395699,0.0499992,-0.0654027
5.26821e-05,0.0925585,-0.0416527,0.0499992,-0.0658195
5.14324e-05,0.093712,-0.0436535,0.0500011,-0.0661528
5.01227e-05,0.0947941,-0.0455704,0.0499992,-0.0664029
4.87867e-05,0.0958044,-0.0474014,0.0500011,-0.0665693
4.74535e-05,0.0967392,-0.0491524,0.0499992,-0.0666528
4.61481e-05,0.0975968,-0.0508194,0.0499992,-0.0666528
4.48918e-05,0.0983755,-0.0524044,0.0500011,-0.0665689
4.37021e-05,0.099069,-0.0539017,0.0499992,-0.0664029
4.25939e-05,0.0996821,-0.0553188,0.0500011,-0.066153
4.15796e-05,0.100208,-0.0566521,0.0499992,-0.0658197
4.06696e-05,0.100649,-0.0579033,0.0499992,-0.065403
3.9873e-05,0.101004,-0.0590706,0.0500011,-0.0649023
3.91979e-05,0.101268,-0.0601521,0.0499992,-0.0643196
3.86521e-05,0.101447,-0.0611534,0.0500011,-0.0636525
3.82431e-05,0.101535,-0.0620689,0.0499992,-0.0629029
3.79789e-05,0.101536,-0.0629044,0.0499992,-0.0620694
3.78684e-05,0.101447,-0.063652,0.0500011,-0.0611534
3.79213e-05,0.101268,-0.0643196,0.0499992,-0.0601525
3.81493e-05,0.101002,-0.0649014,0.0500011,-0.0590687
3.85659e-05,0.100649,-0.065403,0.0499992,-0.0579028
3.91878e-05,0.100208,-0.0658188,0.0499992,-0.056653
4.00345e-05,0.099682,-0.0661526,0.0500011,-0.0553193
4.113e-05,0.0990694,-0.0664024,0.0499992,-0.0539031
4.25033e-05,0.0983755,-0.0665703,0.0500011,-0.0524025
4.41896e-05,0.0975967,-0.0666523,0.0499992,-0.0508199
4.62311e-05,0.0967407,-0.0666542,0.0500002,-0.0491524
4.86782e-05,0.0958053,-0.0665703,0.0500002,-0.0474029
5.15894e-05,0.0947931,-0.0664024,0.0499992,-0.0455689
5.503e-05,0.0937111,-0.0661526,0.0500002,-0.043653
5.9067e-05,0.0925587,-0.0658188,0.0500002,-0.0416532
6.37577e-05,0.0913419,-0.065403,0.0500002,-0.0395699
6.91273e-05,0.0900636,-0.0649033,0.0500002,-0.0374031
7.51286e-05,0.0887277,-0.0643196,0.0499992,-0.035152
8.15811e-05,0.0873426,-0.063652,0.0500002,-0.0328197
8.81003e-05,0.0859129,-0.0629025,0.0500002,-0.0304022
9.40473e-05,0.0844477,-0.0620708,0.0500002,-0.0279036
9.85693e-05,0.0829493,-0.0611515,0.0500002,-0.0253191
0.000100788,0.0814344,-0.060154,0.0499992,-0.0226526
0.000100107,0.0799076,-0.0590687,0.0500002,-0.0199022
9.64863e-05,0.078385,-0.0579033,0.0500002,-0.0170703
9.04815e-05,0.0768738,-0.0566502,0.0500002,-0.0141535
8.30335e-05,0.0753988,-0.0553226,0.0500002,-0.0111518
7.51383e-05,0.0739624,-0.0539017,0.0499992,-0.00806952
6.75957e-05,0.0725953,-0.0524025,0.0500002,-0.00490236
6.09189e-05,0.0713117,-0.0508194,0.0500002,-0.00165319
7.01519e-05,0.0713117,-0.0508194,0.0500002,0.00165272
6.34077e-05,0.0725967,-0.0524044,0.0500002,0.00490284
5.75065e-05,0.073961,-0.0538998,0.0499992,0.00806952
5.17567e-05,0.0753989,-0.0553226,0.0500002,0.0111527
4.65409e-05,0.076875,-0.0566521,0.0500002,0.0141525
4.20716e-05,0.0783835,-0.0579014,0.0500002,0.0170698
3.83174e-05,0.0799076,-0.0590687,0.0500002,0.0199022
3.5149e-05,0.0814345,-0.060154,0.0499992,0.0226531
3.2434e-05,0.0829508,-0.0611534,0.0500002,0.0253196
3.00677e-05,0.084446,-0.0620689,0.0500002,0.0279026
2.79739e-05,0.0859133,-0.0629025,0.0500002,0.0304031
2.60985e-05,0.0873437,-0.0636539,0.0500002,0.0328188
2.44022e-05,0.0887268,-0.0643177,0.0499992,0.0351534
2.28558e-05,0.0900647,-0.0649052,0.0500002,0.0374026
2.14371e-05,0.0913403,-0.0654011,0.0500002,0.0395694
2.01285e-05,0.0925585,-0.0658188,0.0500002,0.0416527
1.8916e-05,0.0937122,-0.0661545,0.0500002,0.0436525
1.77881e-05,0.0947936,-0.0664024,0.0499992,0.0455699
1.67354e-05,0.0958037,-0.0665684,0.0500002,0.0474024
1.57498e-05,0.0967409,-0.0666542,0.0500002,0.0491529
1.48247e-05,0.0975959,-0.0666504,0.0500002,0.0508199
1.39544e-05,0.0983766,-0.0665722,0.0500002,0.052403
1.3134e-05,0.0990689,-0.0664024,0.0499992,0.0539021
1.23594e-05,0.0996818,-0.0661526,0.0500002,0.0553198
1.1627e-05,0.100208,-0.0658188,0.0500002,0.0566525
1.09339e-05,0.100648,-0.0654011,0.0500002,0.0579028
1.02776e-05,0.101005,-0.0649052,0.0500002,0.0590696
